SP_ID,stroke_exp,pop,y,Townsend.class,NOx.class,Townsend,NOx,Offset
05CGFH29,0.881176391,1288.3,0,"[-6.54,-2.07]","(64.8,82.1]",1,4,-3.164657002
05CGFH30,8.247014082,1257.82,5,"(0.086,3.11]","(64.8,82.1]",3,4,-2.180464892
05CGFH31,6.276544603,1244.15,5,"(5.44,9.2]","(82.1,243]",5,5,-2.294955631
05CGFH32,3.257510059,1053.66,5,"(-2.07,0.086]","(64.8,82.1]",2,4,-2.508469977
05CGFH33,2.466171088,987.69,2,"(-2.07,0.086]","(64.8,82.1]",2,4,-2.601511705
05CGFH34,4.259880341,1049.93,5,"(0.086,3.11]","(64.8,82.1]",3,4,-2.389997298
05CGFH35,3.185921722,1059.31,2,"(-2.07,0.086]","(64.8,82.1]",2,4,-2.520479843
05CGFH36,5.025860552,1088.05,1,"(0.086,3.11]","(64.8,82.1]",3,4,-2.333427702
05CGFH37,2.666674625,1198.5,4,"(-2.07,0.086]","(64.8,82.1]",2,4,-2.651700624
05CGFJ02,6.86720381,1434.39,12,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.317803115
05CGFJ03,4.393511787,1242.63,3,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.449991802
05CGFJ04,3.192931231,1294.53,2,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.606850053
05CGFJ05,5.091313155,1284.13,6,"(-2.07,0.086]","[7.8,41.4]",2,1,-2.40005387
05CGFJ06,2.600143962,1150.12,2,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.644762815
05CGFJ07,5.305971869,1130.54,10,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.326477914
05CGFJ08,4.21181003,1408.89,6,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.523108065
05CGFJ09,3.397753063,1393.93,3,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.611989252
05CGFJ10,4.582492551,1245.23,3,"[-6.54,-2.07]","(53.6,64.8]",1,3,-2.43254664
05CGFJ11,3.853423894,1307.48,5,"[-6.54,-2.07]","(53.6,64.8]",1,3,-2.52930642
05CGFJ12,2.1754062,1053.24,1,"[-6.54,-2.07]","(41.4,53.6]",1,2,-2.684089045
05CGFJ13,3.429524416,1256.27,4,"(0.086,3.11]","(41.4,53.6]",3,2,-2.562661877
05CGFJ15,3.969068137,1546.02,1,"(0.086,3.11]","[7.8,41.4]",3,1,-2.589410164
05CGFJ16,4.290559435,1417.3,6,"[-6.54,-2.07]","(41.4,53.6]",1,2,-2.517631141
05CGFJ17,0.768656032,820.24,0,"[-6.54,-2.07]","[7.8,41.4]",1,1,-3.027801732
05CGFJ18,2.13000071,979.23,0,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.661559265
05CGFJ19,1.65595011,872.39,3,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.720838279
05CGFJ20,3.338401082,1118.83,5,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.523927791
05CGFJ21,3.081682529,1129.24,1,"(0.086,3.11]","(41.4,53.6]",3,2,-2.562811553
05CGFJ22,2.135365193,889.23,1,"(3.11,5.44]","(41.4,53.6]",4,2,-2.618497793
05CGFJ23,3.017743413,713.74,0,"(5.44,9.2]","(41.4,53.6]",5,2,-2.372017605
05CGFJ24,2.270689528,727.24,2,"(3.11,5.44]","(41.4,53.6]",4,2,-2.504161865
05CGFJ25,2.965268158,1093.98,2,"(3.11,5.44]","(41.4,53.6]",4,2,-2.565766641
05CGFJ26,3.241489933,873.92,3,"(3.11,5.44]","(41.4,53.6]",4,2,-2.429113148
05CGFJ27,4.677869254,1295.06,1,"(3.11,5.44]","(41.4,53.6]",4,2,-2.440670261
05CGFJ28,3.643556336,1114.54,5,"[-6.54,-2.07]","(41.4,53.6]",1,2,-2.484148088
05CGFJ31,1.472132483,1022.29,2,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.841001367
05CGFJ33,5.22391034,1377.76,3,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.419528058
05CGFJ34,2.562654403,1107.87,2,"(3.11,5.44]","(41.4,53.6]",4,2,-2.634793015
05CGFJ35,3.817454382,1084.47,3,"(3.11,5.44]","[7.8,41.4]",4,1,-2.451912225
05CGFJ36,5.519084809,1151.09,4,"(5.44,9.2]","[7.8,41.4]",5,1,-2.317154911
05CGFK01,1.993295829,957.28,2,"(-2.07,0.086]","(41.4,53.6]",2,2,-2.680561975
05CGFK02,4.846868501,1207.84,13,"[-6.54,-2.07]","(41.4,53.6]",1,2,-2.394801911
05CGFK03,2.611933804,870.42,2,"(-2.07,0.086]","(53.6,64.8]",2,3,-2.521461516
05CGFK04,1.678640632,558.65,1,"[-6.54,-2.07]","(53.6,64.8]",1,3,-2.520875132
05CGFK05,2.482152072,558.74,3,"(-2.07,0.086]","(64.8,82.1]",2,4,-2.350447766
05CGFK06,2.638094869,1044.94,1,"[-6.54,-2.07]","(41.4,53.6]",1,2,-2.596703122
05CGFK07,2.73335311,957.41,1,"[-6.54,-2.07]","(41.4,53.6]",1,2,-2.543160559
05CGFK08,3.998664979,1099.09,2,"(-2.07,0.086]","(41.4,53.6]",2,2,-2.437535324
05CGFK09,3.050685907,812.61,2,"[-6.54,-2.07]","(53.6,64.8]",1,3,-2.423851178
05CGFK10,2.656811199,638.02,2,"(-2.07,0.086]","(64.8,82.1]",2,4,-2.378661356
05CGFK11,2.352942081,452.6,0,"(0.086,3.11]","(64.8,82.1]",3,4,-2.281839647
05CGFK12,3.205681591,1055.13,4,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.516064112
05CGFK13,4.968882177,1211.11,2,"(-2.07,0.086]","[7.8,41.4]",2,1,-2.385139424
05CGFK14,3.478035659,1353.63,2,"[-6.54,-2.07]","(41.4,53.6]",1,2,-2.589048622
05CGFK15,3.598606127,1128.85,1,"[-6.54,-2.07]","(41.4,53.6]",1,2,-2.495115245
05CGFK16,3.608037789,1011.84,4,"[-6.54,-2.07]","(64.8,82.1]",1,4,-2.446289383
05CGFK17,2.35699342,1189.67,4,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.702206855
05CGFK18,5.48165575,1194.57,6,"[-6.54,-2.07]","(41.4,53.6]",1,2,-2.336302364
05CGFK19,2.15023454,820.78,3,"[-6.54,-2.07]","(53.6,64.8]",1,3,-2.580601698
05CGFK20,2.176819917,1379.93,1,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.80134892
05CGFK21,3.118601433,1367.69,0,"[-6.54,-2.07]","(41.4,53.6]",1,2,-2.64103639
05CGFK22,6.62224705,1478.21,12,"[-6.54,-2.07]","(41.4,53.6]",1,2,-2.346780786
05CGFK23,2.440400942,972.18,1,"[-6.54,-2.07]","(41.4,53.6]",1,2,-2.599193946
05CGFK24,2.979634635,1184.23,3,"[-6.54,-2.07]","(64.8,82.1]",1,4,-2.598178942
05CGFK25,5.466062198,1355.31,5,"[-6.54,-2.07]","(41.4,53.6]",1,2,-2.392608991
05CGFK26,3.271603745,1300.84,1,"[-6.54,-2.07]","(41.4,53.6]",1,2,-2.598369563
05CGFK27,4.613298859,1327.23,5,"[-6.54,-2.07]","(41.4,53.6]",1,2,-2.457422412
05CGFK28,2.960160988,1196.49,1,"[-6.54,-2.07]","(53.6,64.8]",1,3,-2.60551795
05CGFK29,2.273774233,739.49,2,"(-2.07,0.086]","(64.8,82.1]",2,4,-2.510847545
05CGFK30,1.457052913,1046.64,3,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.855716992
05CGFK31,3.522936039,1215.3,1,"[-6.54,-2.07]","(64.8,82.1]",1,4,-2.53651797
05CGFK32,2.631794329,1354.56,5,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.710701682
05CGFK33,2.624174171,1059.22,4,"[-6.54,-2.07]","(41.4,53.6]",1,2,-2.604916234
05CGFK34,3.063202801,1122.76,2,"[-6.54,-2.07]","(64.8,82.1]",1,4,-2.562924685
05CGFK35,4.221462913,1075.15,4,"(-2.07,0.086]","(82.1,243]",2,5,-2.404297513
05CGFK36,3.639058962,988.69,4,"[-6.54,-2.07]","(53.6,64.8]",1,3,-2.432469598
05CGFK37,3.710785443,1270.6,5,"[-6.54,-2.07]","(53.6,64.8]",1,3,-2.533272795
05CGFL01,1.503946344,684.41,2,"(5.44,9.2]","(41.4,53.6]",5,2,-2.65712862
05CGFL02,2.99793259,929.55,1,"(3.11,5.44]","(41.4,53.6]",4,2,-2.490047966
05CGFL03,2.113387979,812.77,1,"(3.11,5.44]","(41.4,53.6]",4,2,-2.583857697
05CGFL04,1.966138213,856.56,0,"(3.11,5.44]","(53.6,64.8]",4,3,-2.638145725
05CGFL05,1.953929426,751.98,1,"(3.11,5.44]","(53.6,64.8]",4,3,-2.584167486
05CGFL06,3.341210687,1029.99,1,"(3.11,5.44]","(53.6,64.8]",4,3,-2.487518037
05CGFL07,3.120671148,1205.61,7,"(3.11,5.44]","(53.6,64.8]",4,3,-2.585833225
05CGFL08,6.534124056,1431.87,8,"(0.086,3.11]","(64.8,82.1]",3,4,-2.338729841
05CGFL09,1.956979691,893.05,3,"(5.44,9.2]","(64.8,82.1]",5,4,-2.658336723
05CGFL10,2.192975179,1074.03,1,"(5.44,9.2]","(53.6,64.8]",5,3,-2.689095039
05CGFL11,2.953281016,1026.51,2,"(3.11,5.44]","(53.6,64.8]",4,3,-2.53980714
05CGFL12,2.029164512,906.83,4,"(5.44,9.2]","(64.8,82.1]",5,4,-2.649235735
05CGFL13,1.800734858,1071.2,2,"(3.11,5.44]","(64.8,82.1]",4,4,-2.77369011
05CGFL14,2.910965765,936.85,1,"(3.11,5.44]","(64.8,82.1]",4,4,-2.506281429
05CGFL15,2.994721834,1207.22,4,"(0.086,3.11]","(64.8,82.1]",3,4,-2.60435125
05CGFL16,8.791754976,1476.06,5,"(3.11,5.44]","(53.6,64.8]",4,3,-2.222433943
05CGFL17,7.409164006,1260.17,4,"(5.44,9.2]","(53.6,64.8]",5,3,-2.22809896
05CGFL18,1.280675583,610.25,1,"(0.086,3.11]","(82.1,243]",3,5,-2.677156287
05CGFL19,2.780999689,803.4,3,"(0.086,3.11]","(64.8,82.1]",3,4,-2.459224952
05CGFL20,2.742547845,1099.8,2,"(5.44,9.2]","(64.8,82.1]",5,4,-2.602075159
05CGFL21,4.51782757,1099.52,4,"(5.44,9.2]","(64.8,82.1]",5,4,-2.384485329
05CGFL22,4.075250559,1064.7,3,"(3.11,5.44]","(64.8,82.1]",4,4,-2.415407441
05CGFL23,2.275973583,1009.86,2,"(5.44,9.2]","(64.8,82.1]",5,4,-2.646114057
05CGFL24,7.298670952,1316.68,7,"(3.11,5.44]","(64.8,82.1]",4,4,-2.253822359
05CGFL25,1.922219039,904.43,0,"(3.11,5.44]","(82.1,243]",4,5,-2.67164808
05CGFL26,8.381019415,1283.66,17,"(0.086,3.11]","(82.1,243]",3,5,-2.182308355
05CGFL27,1.16228576,680.9,0,"(0.086,3.11]","(82.1,243]",3,5,-2.76702845
05CGFL28,6.256556604,1044,1,"(3.11,5.44]","(82.1,243]",4,5,-2.21975462
05CGFL29,3.354661705,1128.74,2,"(5.44,9.2]","(82.1,243]",5,5,-2.525652522
05CGFL30,2.606849303,905.11,1,"(5.44,9.2]","(53.6,64.8]",5,3,-2.539332801
05CGFL31,0.883930512,414.19,1,"(5.44,9.2]","(82.1,243]",5,5,-2.669853658
05CGFL32,1.070136396,536.48,0,"(5.44,9.2]","(82.1,243]",5,5,-2.699247233
05CGFL33,1.429643631,570.15,4,"(3.11,5.44]","(82.1,243]",4,5,-2.59967098
05CGFL34,1.669065557,800.25,1,"(3.11,5.44]","(82.1,243]",4,5,-2.679845542
05CGFM01,3.106868516,1097.38,1,"[-6.54,-2.07]","(41.4,53.6]",1,2,-2.546802862
05CGFM02,3.084297519,942.04,1,"(-2.07,0.086]","(53.6,64.8]",2,3,-2.483488839
05CGFM03,2.666026511,1332.68,2,"[-6.54,-2.07]","(41.4,53.6]",1,2,-2.69799174
05CGFM04,3.598264612,919.36,1,"[-6.54,-2.07]","(41.4,53.6]",1,2,-2.405689395
05CGFM05,2.650486669,742.46,2,"(-2.07,0.086]","(53.6,64.8]",2,3,-2.445794287
05CGFM06,4.770936376,999.28,2,"(0.086,3.11]","(53.6,64.8]",3,3,-2.319005121
05CGFM08,1.717976368,1006.6,1,"(0.086,3.11]","[7.8,41.4]",3,1,-2.767097892
05CGFM09,2.51775199,1388.67,2,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.740797986
05CGFM10,6.425296245,1422.05,5,"(-2.07,0.086]","(41.4,53.6]",2,2,-2.343054977
05CGFM11,2.370799194,1124.52,2,"[-6.54,-2.07]","(41.4,53.6]",1,2,-2.675155834
05CGFM12,3.3258901,907.81,0,"[-6.54,-2.07]","(41.4,53.6]",1,2,-2.434493047
05CGFM13,2.501454899,912.64,1,"(-2.07,0.086]","(53.6,64.8]",2,3,-2.56091483
05CGFM14,2.336309405,604.33,0,"(0.086,3.11]","(53.6,64.8]",3,3,-2.411061582
05CGFM15,3.699066679,900.68,1,"(-2.07,0.086]","(53.6,64.8]",2,3,-2.384691052
05CGFM16,3.676722331,826.71,4,"(0.086,3.11]","(64.8,82.1]",3,4,-2.349956563
05CGFM17,4.102974949,1119.15,4,"[-6.54,-2.07]","(53.6,64.8]",1,3,-2.434194318
05CGFM18,4.592183247,886.11,4,"(-2.07,0.086]","(53.6,64.8]",2,3,-2.283211885
05CGFM19,1.559862517,621.82,1,"(-2.07,0.086]","(53.6,64.8]",2,3,-2.599487549
05CGFM20,3.899976841,1084.44,1,"[-6.54,-2.07]","(41.4,53.6]",1,2,-2.44257883
05CGFM21,5.503641358,1309.92,11,"[-6.54,-2.07]","(41.4,53.6]",1,2,-2.374766111
05CGFM22,3.963395503,1250.34,0,"[-6.54,-2.07]","(41.4,53.6]",1,2,-2.497581876
05CGFM23,3.817787642,1559.89,10,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.61021798
05CGFM24,3.637880254,1204.88,4,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.518782152
05CGFM25,6.565095716,1473.18,4,"(0.086,3.11]","[7.8,41.4]",3,1,-2.349075032
05CGFM26,3.268136734,1478.9,1,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.654677806
05CGFM27,4.988952346,1285.25,3,"(-2.07,0.086]","[7.8,41.4]",2,1,-2.409289177
05CGFM28,1.638426959,1065.1,1,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.812294716
05CGFM29,1.681725326,1194.08,0,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.850666274
05CGFM30,2.272175882,1273.86,0,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.747904415
05CGFM31,2.214348061,1163.04,1,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.71952111
05CGFM32,4.191336682,1377.34,3,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.51536501
05CGFM33,3.649395247,1215.2,2,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.521120657
05CGFM34,3.648555277,1112.04,4,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.482572235
05CGFM35,2.883555124,1088.83,2,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.57588015
05CGFM36,5.236752543,1294.02,3,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.39111783
05CGFN01,5.164349509,1412.04,5,"(0.086,3.11]","(64.8,82.1]",3,4,-2.435240087
05CGFN02,3.22157463,1304.13,7,"(0.086,3.11]","(64.8,82.1]",3,4,-2.60617853
05CGFN03,2.535666924,1400.19,3,"(-2.07,0.086]","(64.8,82.1]",2,4,-2.74130757
05CGFN04,3.177375285,1295.33,2,"(-2.07,0.086]","(64.8,82.1]",2,4,-2.609245301
05CGFN05,1.800358985,1117.37,1,"[-6.54,-2.07]","(53.6,64.8]",1,3,-2.792137576
05CGFN06,3.964282944,1599.88,3,"(0.086,3.11]","(41.4,53.6]",3,2,-2.604845308
05CGFN07,1.649731453,1336.39,2,"[-6.54,-2.07]","(53.6,64.8]",1,3,-2.907983509
05CGFN08,5.682795446,1590.21,2,"(0.086,3.11]","(82.1,243]",3,5,-2.445337676
05CGFN09,1.245896259,1167.31,0,"[-6.54,-2.07]","(41.4,53.6]",1,2,-2.971240544
05CGFN10,1.672384547,876.18,0,"(-2.07,0.086]","(41.4,53.6]",2,2,-2.71842745
05CGFN11,4.759396712,1717.2,2,"(0.086,3.11]","(53.6,64.8]",3,3,-2.556063611
05CGFN12,1.758273933,834.68,1,"(-2.07,0.086]","(41.4,53.6]",2,2,-2.675517653
05CGFN13,5.144342285,1161.64,5,"(3.11,5.44]","(53.6,64.8]",4,3,-2.351814149
05CGFN14,1.441150591,1430.92,2,"(3.11,5.44]","[7.8,41.4]",4,1,-2.99646837
05CGFN15,2.217820964,1417.2,1,"(0.086,3.11]","[7.8,41.4]",3,1,-2.804824486
05CGFN16,2.886203267,1114.35,3,"(-2.07,0.086]","(53.6,64.8]",2,3,-2.585568407
05CGFN17,3.650923038,1100.96,2,"(3.11,5.44]","(53.6,64.8]",4,3,-2.477926294
05CGFN18,7.144550941,1715.79,4,"(3.11,5.44]","(64.8,82.1]",4,4,-2.378677017
05CGFN19,1.698982685,939.31,0,"(0.086,3.11]","(53.6,64.8]",3,3,-2.741833749
05CGFN20,2.113052363,1157.12,4,"(0.086,3.11]","(41.4,53.6]",3,2,-2.737674337
05CGFN21,4.429498587,852.36,7,"(0.086,3.11]","(41.4,53.6]",3,2,-2.28200569
05CGFN22,4.583739411,1669.9,4,"(0.086,3.11]","[7.8,41.4]",3,1,-2.560276803
05CGFN24,0.977042035,1155.29,0,"[-6.54,-2.07]","[7.8,41.4]",1,1,-3.072410322
05CGFN25,3.656366835,1275.42,2,"(0.086,3.11]","(53.6,64.8]",3,3,-2.541356641
05CGFN26,5.368757441,1310.61,4,"(3.11,5.44]","(53.6,64.8]",4,3,-2.385817005
05CGFN27,8.403239383,1512.78,16,"(0.086,3.11]","(41.4,53.6]",3,2,-2.25290988
05CGFN28,4.277821115,1083.9,2,"(3.11,5.44]","(41.4,53.6]",4,2,-2.402049178
05CGFN29,8.950436404,1611.54,26,"(0.086,3.11]","(41.4,53.6]",3,2,-2.252978099
05CGFN30,3.792812791,1379,5,"(0.086,3.11]","[7.8,41.4]",3,1,-2.559406726
05CGFN31,2.000019989,977.62,1,"(-2.07,0.086]","(53.6,64.8]",2,3,-2.68824635
05CGFN32,3.678489828,1086.63,1,"(3.11,5.44]","(41.4,53.6]",4,2,-2.468939452
05CGFN33,6.879225017,1231.96,5,"(3.11,5.44]","(41.4,53.6]",4,2,-2.250625209
05CGFN34,5.459301487,1133.88,2,"(3.11,5.44]","[7.8,41.4]",4,1,-2.315333965
05CGFN35,7.21961457,1442.97,3,"(3.11,5.44]","[7.8,41.4]",4,1,-2.298564929
05CGFP01,2.550236832,1065.84,2,"(3.11,5.44]","(64.8,82.1]",4,4,-2.620071119
05CGFP02,6.747706052,1308.07,2,"(3.11,5.44]","(53.6,64.8]",4,3,-2.285228715
05CGFP03,2.547126195,1079.19,3,"(3.11,5.44]","(64.8,82.1]",4,4,-2.626021208
05CGFP04,1.591616009,657,3,"(0.086,3.11]","(64.8,82.1]",3,4,-2.614673694
05CGFP05,3.354556432,942.68,3,"(3.11,5.44]","(53.6,64.8]",4,3,-2.447180984
05CGFP06,1.768113745,595.61,1,"(0.086,3.11]","(53.6,64.8]",3,3,-2.526160627
05CGFP07,3.887388537,1360.97,28,"(-2.07,0.086]","(53.6,64.8]",2,3,-2.542948336
05CGFP08,3.2286125,835.12,2,"(5.44,9.2]","(53.6,64.8]",5,3,-2.411050704
05CGFP09,1.921361301,572.71,0,"(0.086,3.11]","(64.8,82.1]",3,4,-2.472866281
05CGFP10,1.74320122,632.72,1,"(0.086,3.11]","(41.4,53.6]",3,2,-2.558665869
05CGFP11,1.475225094,654.74,0,"(0.086,3.11]","(41.4,53.6]",3,2,-2.64623095
05CGFP12,3.631688593,892.26,9,"(0.086,3.11]","(41.4,53.6]",3,2,-2.388611544
05CGFP13,2.771496815,1070.54,1,"(3.11,5.44]","(53.6,64.8]",4,3,-2.585762722
05CGFP14,2.199181436,787.45,3,"(-2.07,0.086]","(53.6,64.8]",2,3,-2.552747337
05CGFP15,0.857830646,623.17,1,"(-2.07,0.086]","(82.1,243]",2,5,-2.860606736
05CGFP16,2.592339104,661.38,3,"(-2.07,0.086]","(53.6,64.8]",2,3,-2.405053645
05CGFP17,1.26137107,466.49,1,"(-2.07,0.086]","(41.4,53.6]",2,2,-2.566823566
05CGFP18,5.064754648,1001.95,4,"(5.44,9.2]","(53.6,64.8]",5,3,-2.294086756
05CGFP19,3.213663769,363.77,2,"(5.44,9.2]","(53.6,64.8]",5,3,-2.049972695
05CGFP20,3.975598316,702.69,8,"(0.086,3.11]","(82.1,243]",3,5,-2.244897197
05CGFP21,1.726778782,565.95,2,"(0.086,3.11]","(53.6,64.8]",3,3,-2.514214252
05CGFP22,2.806141069,981.1,0,"[-6.54,-2.07]","(41.4,53.6]",1,2,-2.542359827
05CGFP23,5.357995582,1223.15,6,"(3.11,5.44]","(53.6,64.8]",4,3,-2.356570767
05CGFP24,3.53992407,1147.1,1,"(3.11,5.44]","(53.6,64.8]",4,3,-2.509265038
05CGFP25,1.629865926,1452.63,5,"(0.086,3.11]","(41.4,53.6]",3,2,-2.949515572
05CGFP26,1.580712976,436.74,3,"(-2.07,0.086]","(82.1,243]",2,5,-2.439795238
05CGFP27,2.110369369,664,1,"(-2.07,0.086]","(64.8,82.1]",2,4,-2.496427103
05CGFP28,2.312679963,788.38,15,"(-2.07,0.086]","(64.8,82.1]",2,4,-2.531344204
05CGFP29,4.207153638,1359.56,10,"[-6.54,-2.07]","(41.4,53.6]",1,2,-2.508064
05CGFP30,3.040887187,999.22,0,"[-6.54,-2.07]","(41.4,53.6]",1,2,-2.515337123
05CGFP31,3.961102224,1239.08,3,"(-2.07,0.086]","(41.4,53.6]",2,2,-2.493892716
05CGFP32,2.16036759,1017.38,1,"(3.11,5.44]","(41.4,53.6]",4,2,-2.672032354
05CGFP33,2.548807085,786.32,1,"(5.44,9.2]","(41.4,53.6]",5,2,-2.487852331
05CGFP34,2.581886737,809.86,2,"(5.44,9.2]","(41.4,53.6]",5,2,-2.495085992
05CGFP35,1.595389238,923.29,0,"(-2.07,0.086]","(82.1,243]",2,5,-2.76172039
05CGFP36,1.902587339,682.98,3,"(0.086,3.11]","(82.1,243]",3,5,-2.553851875
05CGFP37,1.776760325,1019.44,4,"(5.44,9.2]","(41.4,53.6]",5,2,-2.757975239
05CGFP38,2.064490077,636.94,14,"(-2.07,0.086]","(82.1,243]",2,5,-2.487875775
05CGFP39,2.475730996,578.47,2,"(-2.07,0.086]","(64.8,82.1]",2,4,-2.366714708
05CGFQ01,2.730439596,1055.4,2,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.586059491
05CGFQ02,2.511461776,968.53,1,"[-6.54,-2.07]","[7.8,41.4]",1,1,-2.585058888
05CGFQ03,1.580907505,665.35,1,"[-6.54,-2.07]","(41.4,53.6]",1,2,-2.623110565
05CGFQ04,6.315544699,1464.53,8,"(-2.07,0.086]","[7.8,41.4]",2,1,-2.363410586
05CGFQ05,2.877279902,1107.82,2,"(-2.07,0.086]","[7.8,41.4]",2,1,-2.584357653
05CGFQ06,2.172193022,1013.6,1,"(0.086,3.11]","(41.4,53.6]",3,2,-2.668036475
05CGFQ07,1.971015144,681.95,1,"(-2.07,0.086]","(64.8,82.1]",2,4,-2.53780553
05CGFQ08,0.839005637,513.03,0,"[-6.54,-2.07]","(53.6,64.8]",1,3,-2.785667059
05CGFQ09,2.6018542,871.65,2,"[-6.54,-2.07]","(64.8,82.1]",1,4,-2.523760881
05CGFQ10,2.232398626,931.8,7,"(0.086,3.11]","(41.4,53.6]",3,2,-2.619509232
05CGFQ11,1.888187027,1049.08,0,"(3.11,5.44]","(41.4,53.6]",4,2,-2.743981229
05CGFQ12,2.929769772,994.76,0,"(-2.07,0.086]","(64.8,82.1]",2,4,-2.529603847
05CGFQ13,4.75431938,1364.3,2,"(0.086,3.11]","[7.8,41.4]",3,1,-2.456305452
05CGFQ14,7.362627088,1270.94,7,"(0.086,3.11]","[7.8,41.4]",3,1,-2.234569036
05CGFQ15,4.280268067,1239.22,4,"(-2.07,0.086]","(41.4,53.6]",2,2,-2.460174794
05CGFQ16,2.973303957,1089.8,2,"(-2.07,0.086]","(41.4,53.6]",2,2,-2.562920989
05CGFQ17,4.050669907,938.46,0,"(-2.07,0.086]","(53.6,64.8]",2,3,-2.363010313
05CGFQ18,3.206738794,833.21,0,"(0.086,3.11]","(64.8,82.1]",3,4,-2.413016213
05CGFQ19,4.342536334,1223.54,3,"(-2.07,0.086]","(41.4,53.6]",2,2,-2.44833059
05CGFQ20,4.076594479,1298.17,4,"(0.086,3.11]","[7.8,41.4]",3,1,-2.501668112
05CGFQ21,4.332085703,1359.12,9,"(3.11,5.44]","(41.4,53.6]",4,2,-2.495174274
05CGFQ22,1.572268085,648.46,1,"(-2.07,0.086]","(41.4,53.6]",2,2,-2.614302316
05CGFQ23,1.758148902,620.19,3,"(-2.07,0.086]","(53.6,64.8]",2,3,-2.546236195
05CGFQ24,2.21518787,776.8,3,"(0.086,3.11]","(64.8,82.1]",3,4,-2.543658413
05CGFQ25,2.278416593,1169.75,2,"(-2.07,0.086]","(41.4,53.6]",2,2,-2.709613184
05CGFQ26,3.771111572,989.72,3,"(-2.07,0.086]","(41.4,53.6]",2,2,-2.41738502
05CGFQ27,1.834240427,656.36,1,"(-2.07,0.086]","(53.6,64.8]",2,3,-2.552470482
05CGFQ28,1.932360574,763.25,1,"(-2.07,0.086]","(64.8,82.1]",2,4,-2.595477724
05CGFQ29,2.301747975,677.25,0,"(-2.07,0.086]","(53.6,64.8]",2,3,-2.467212707
05CGFQ30,1.532905742,389.15,0,"(-2.07,0.086]","(64.8,82.1]",2,4,-2.402887471
05CGFQ31,1.651526241,529.14,3,"(-2.07,0.086]","(53.6,64.8]",2,3,-2.504327496
05CGFQ32,1.369286247,1327.91,0,"[-6.54,-2.07]","(41.4,53.6]",1,2,-2.986226338
05CGFQ33,1.597447029,1356.42,0,"(-2.07,0.086]","(41.4,53.6]",2,2,-2.928455952
05CGFQ34,3.953452947,1130.26,3,"(-2.07,0.086]","(53.6,64.8]",2,3,-2.454680034
05CGFQ35,2.275775995,1120.62,4,"(3.11,5.44]","(53.6,64.8]",4,3,-2.691445987
05CGFQ36,11.26686144,1724.69,13,"(3.11,5.44]","(53.6,64.8]",4,3,-2.182061674
05CGFQ37,5.717980968,1129.58,4,"(-2.07,0.086]","(53.6,64.8]",2,3,-2.293470289
05CGFQ38,3.75128297,697.88,1,"(3.11,5.44]","(53.6,64.8]",4,3,-2.267260187
05CGFQ39,1.612611132,802.38,1,"(0.086,3.11]","(53.6,64.8]",3,3,-2.695976725
05CGFR01,3.248504757,1617.18,5,"(3.11,5.44]","(53.6,64.8]",4,3,-2.69620159
05CGFR02,1.768686822,814.35,1,"(5.44,9.2]","(53.6,64.8]",5,3,-2.662215891
05CGFR03,2.401108615,770.94,1,"(5.44,9.2]","(41.4,53.6]",5,2,-2.505254044
05CGFR04,4.935981579,1106.13,3,"(3.11,5.44]","(53.6,64.8]",4,3,-2.348490313
05CGFR05,2.203317036,902.37,2,"(5.44,9.2]","(53.6,64.8]",5,3,-2.611245942
05CGFR06,1.628716159,943.46,1,"(0.086,3.11]","(53.6,64.8]",3,3,-2.762127707
05CGFR07,1.801801957,685.98,3,"(5.44,9.2]","(53.6,64.8]",5,3,-2.579462177
